NCTId,LeadSponsorName,CollaboratorName,DesignPrimaryPurpose,Phase,EnrollmentCount,CompletionDate,LocationCountry,LocationStatus
NCT04502056,"National Bureau of Economic Research, Inc.",Massachusetts General Hospital,Prevention,Unknown,20000,2021-09-01,United States,Unknown
NCT04433260,Queen Mary University of London,Not Applicable,Generic,Unknown,1050,2021-09-01,United Kingdom,Recruiting
NCT04579549,"University of Wisconsin, Madison",National Institutes of Health (NIH),Diagnostic,Unknown,10000,2021-09-01,United States,Unknown
NCT04510194,University of Minnesota,Not Applicable,Treatment,Phase 2,1522,2021-09-01,N.A,Unknown
NCT04509206,Boston University,Not Applicable,Other,Unknown,25,2021-09-01,United States,Unknown
NCT04445415,Assiut University,Not Applicable,Generic,Unknown,250,2021-09-01,N.A,Unknown
NCT04558424,"Bangabandhu Sheikh Mujib Medical University, Dhaka, Bangladesh",Not Applicable,Supportive Care,Unknown,50,2021-09-01,Bangladesh,Unknown
NCT04438863,Sheba Medical Center,Not Applicable,Generic,Unknown,90,2021-09-01,N.A,Unknown
NCT04327180,"University Hospital, Lille",Not Applicable,Generic,Unknown,500,2021-09-01,France,Recruiting
NCT04511780,Centre Hospitalier Universitaire de Nīmes,Not Applicable,Generic,Unknown,5000,2021-09-01,France,Unknown
NCT04334512,ProgenaBiome,DSCS CRO,Treatment,Phase 2,600,2021-09-01,United States,Recruiting
NCT04451889,"Federal Research Clinical Center of Federal Medical & Biological Agency, Russia",Not Applicable,Diagnostic,Unknown,15,2021-09-01,Russian Federation,Recruiting
NCT04442087,Assistance Publique - Hôpitaux de Paris,Not Applicable,Basic Science,Unknown,400,2021-09-01,France,Recruiting
NCT04481360,Assiut University,Not Applicable,Generic,Unknown,100,2021-09-01,N.A,Unknown
NCT04325048,Cordio Medical,Not Applicable,Generic,Unknown,5000,2021-09-01,N.A,Unknown
NCT04508985,McGill University Health Centre/Research Institute of the McGill University Health Centre,"Jewish General Hospital (Montreal, Quebec, Canada)",Treatment,Unknown,40,2021-09-01,N.A,Unknown
NCT04525404,University of Alberta,Canadian VIGOUR Centre,Generic,Unknown,228,2021-09-01,Canada,Unknown
NCT04453657,Johns Hopkins University,Not Applicable,Supportive Care,Unknown,270,2021-09-01,United States,Unknown
NCT04591158,Bridge to Health Medical and Dental USA,Not Applicable,Diagnostic,Unknown,100,2021-09-01,Canada,Recruiting
NCT04582318,"NGM Biopharmaceuticals, Inc",Not Applicable,Treatment,Phase 1,48,2021-09-01,N.A,Unknown
NCT04472728,Biophytis,Not Applicable,Treatment,Phase 2,310,2021-09-01,United States,Not yet recruiting
NCT04412538,Chinese Academy of Medical Sciences,West China Second University Hospital,Prevention,Phase 1,942,2021-09-01,China,Recruiting
NCT04382755,"University Hospital, Ghent",UCB Pharma,Treatment,Phase 2,81,2021-09-01,Belgium,Recruiting
NCT04536051,University of Oxford,Not Applicable,Prevention,Phase 3,5000,2021-09-01,Brazil,Recruiting
NCT04531748,"Reena Mehra, MD",Not Applicable,Treatment,Phase 2,390,2021-09-01,N.A,Unknown
NCT04593940,Daniel Benjamin,National Center for Advancing Translational Science (NCATS),Treatment,Phase 2,2190,2021-09-01,N.A,Unknown
NCT04495933,The University of Queensland,Syneos Health,Prevention,Phase 1,216,2021-09-01,Australia,Recruiting
NCT04453527,Portsmouth Hospitals NHS Trust,Akari Therapuetics,Generic,Unknown,100,2021-09-01,United Kingdom,Recruiting
NCT04506229,Texas Cardiac Arrhythmia Research Foundation,Not Applicable,Generic,Unknown,60,2021-09-01,United States,Recruiting
NCT04424940,University of Kinshasa,University Ghent,Generic,Unknown,800,2021-09-01,"Congo, The Democratic Republic of the",Unknown
NCT04564274,"National Heart, Lung, and Blood Institute (NHLBI)",Not Applicable,Generic,Unknown,120000,2021-09-01,United States,Recruiting
NCT04404192,"VistaGen Therapeutics, Inc.",Not Applicable,Treatment,Phase 2,30,2021-09-01,United States,Unknown
NCT04433026,Assiut University,Not Applicable,Generic,Unknown,90,2021-09-01,N.A,Unknown
NCT04551547,"Sinovac Research and Development Co., Ltd.",Not Applicable,Prevention,Phase 1,552,2021-09-01,China,Unknown
NCT04542512,Poissy-Saint Germain Hospital,World Society of Emergency Surgery,Generic,Unknown,800,2021-09-01,France,Recruiting
NCT04470414,Assiut University,Not Applicable,Generic,Unknown,100,2021-09-01,Egypt,Unknown
NCT04485130,"University of California, San Francisco",Not Applicable,Treatment,Phase 2,60,2021-09-01,United States,Unknown
NCT04335084,ProgenaBiome,DSCS CRO,Prevention,Phase 2,600,2021-09-01,United States,Recruiting
NCT04344249,Nantes University Hospital,Not Applicable,Generic,Unknown,850,2021-09-01,France,Recruiting
NCT04374838,South Egypt Cancer Institute,Not Applicable,Generic,Unknown,20,2021-09-01,Egypt,Recruiting
NCT04335747,Salome Kristensen,Not Applicable,Generic,Unknown,333,2021-09-01,Denmark,Recruiting
NCT04535869,Mansoura University,Not Applicable,Treatment,Phase 3,50,2021-09-03,Egypt,Unknown
NCT04526054,Hopital Foch,Hôpital Raymond Poincaré,Diagnostic,Unknown,30,2021-09-03,France,Recruiting
NCT04379518,Roswell Park Cancer Institute,National Cancer Institute (NCI),Supportive Care,Phase 1,44,2021-09-04,United States,Recruiting
NCT04568031,AstraZeneca,Iqvia Pty Ltd,Prevention,Phase 1,256,2021-09-06,Japan,Recruiting
NCT04341922,Karolinska Institutet,Not Applicable,Treatment,Unknown,670,2021-09-10,Sweden,Unknown
NCT04347941,University College Hospital Galway,Not Applicable,Treatment,Unknown,200,2021-09-11,Ireland,Recruiting
NCT04560855,Withings,Not Applicable,Generic,Unknown,400,2021-09-14,France,Recruiting
NCT04594460,Guangzhou Institute of Respiratory Disease,Not Applicable,Treatment,Unknown,198,2021-09-14,China,Unknown
NCT04404426,Rennes University Hospital,Not Applicable,Treatment,Unknown,100,2021-09-15,France,Unknown
NCT04392115,Ottawa Hospital Research Institute,Not Applicable,Health Services Research,Unknown,372,2021-09-15,N.A,Unknown
NCT04590170,Assistance Publique - Hôpitaux de Paris,Not Applicable,Generic,Unknown,50,2021-09-15,France,Unknown
NCT04376658,Hospital Moinhos de Vento,Hospital Israelita Albert Einstein,Generic,Unknown,1000,2021-09-15,N.A,Unknown
NCT04497389,University of Utah,Not Applicable,Treatment,Phase 1,60,2021-09-15,United States,Unknown
NCT04413838,Hospices Civils de Lyon,Not Applicable,Treatment,Phase 2,120,2021-09-15,France,Unknown
NCT04514900,University of South Carolina,University of Vermont,Treatment,Unknown,120,2021-09-15,United States,Recruiting
NCT04408209,National and Kapodistrian University of Athens,Hellenic Society of Hematology,Treatment,Unknown,60,2021-09-15,Greece,Recruiting
NCT04501445,Rush University Medical Center,Central Michigan University,Supportive Care,Unknown,100,2021-09-15,United States,Recruiting
NCT04373811,Groupe Hospitalier Paris Saint Joseph,Hopital Forcilles,Generic,Unknown,50,2021-09-16,France,Recruiting
NCT04510207,China National Biotec Group Company Limited,G42 Healthcare company,Prevention,Phase 3,45000,2021-09-16,Bahrain,Recruiting
NCT04476992,"Federal State Budgetary Scientific Institution, Research Institute of Cardiology",Siberian State Medical University,Treatment,Phase 1,20,2021-09-17,Russian Federation,Unknown
NCT04561076,Hengenix Biotech Inc,"Sanyou Biopharmaceuticals(Shanghai)Co., Ltd",Other,Phase 1,24,2021-09-18,N.A,Unknown
NCT04445194,"Anhui Zhifei Longcom Biologic Pharmacy Co., Ltd.",The Second Affiliated Hospital of Chongqing Medical University,Prevention,Phase 1,50,2021-09-20,China,Recruiting
NCT04540484,Advocate Health Care,Terika Richardson- President's Fund,Generic,Unknown,900,2021-09-24,United States,Recruiting
NCT04364009,"University Hospital, Tours","INSERM CIC-P 1415, University Hospital Center of Tours",Treatment,Phase 3,240,2021-09-24,France,Recruiting
NCT04568811,Jiangsu Province Centers for Disease Control and Prevention,Not Applicable,Prevention,Phase 1,89,2021-09-27,China,Unknown
NCT04380961,"Janssen Pharmaceutica N.V., Belgium",Not Applicable,Treatment,Phase 2,270,2021-09-28,United States,Not yet recruiting
NCT04500418,"Charite University, Berlin, Germany",Allergan,Treatment,Phase 2,183,2021-09-30,Germany,Recruiting
NCT04498546,KTO Karatay University,Not Applicable,Generic,Unknown,60,2021-09-30,Turkey,Recruiting
NCT04335188,IHF GmbH - Institut für Herzinfarktforschung,"Ministerium für Soziales, Arbeit, Gesundheit und Demografie des Landes Rheinland-Pfalz",Generic,Unknown,4000,2021-09-30,Germany,Recruiting
NCT04542343,Charles Drew University of Medicine and Science,Not Applicable,Supportive Care,Unknown,265,2021-09-30,N.A,Unknown
NCT04527081,"AnGes, Inc.",Not Applicable,Prevention,Phase 1,30,2021-09-30,Japan,Unknown
NCT04368832,"Central Hospital, Nancy, France",Not Applicable,Generic,Unknown,108,2021-09-30,France,Unknown
NCT04353245,University of Sao Paulo General Hospital,Not Applicable,Generic,Unknown,130,2021-09-30,Brazil,Unknown
NCT04386109,University of Oxford,Imperial College London,Generic,Unknown,500,2021-09-30,United Kingdom,Recruiting
NCT04519216,"University of California, Davis",Not Applicable,Other,Unknown,39,2021-09-30,United States,Recruiting
NCT03873467,Baylor Research Institute,"National Institute on Disability, Independent Living, and Rehabilitation Research",Other,Unknown,65,2021-09-30,United States,Unknown
NCT04413747,Health Ricerca e Sviluppo S.R.L.,"Swami Vivekananda Yoga Anusandhana Samsthana, Bangaluru , India",Supportive Care,Unknown,1000,2021-09-30,Italy,Unknown
NCT04581200,Duke University,National Center for Complementary and Integrative Health (NCCIH),Supportive Care,Unknown,300,2021-09-30,United States,Unknown
NCT04526977,Asociacion para el Estudio de las Enfermedades Infecciosas,Not Applicable,Generic,Unknown,90,2021-09-30,N.A,Unknown
NCT04487210,Medigen Vaccine Biologics Corp.,Not Applicable,Prevention,Phase 1,45,2021-09-30,Taiwan,Unknown
NCT04363008,University of British Columbia,Not Applicable,Generic,Unknown,150,2021-09-30,Canada,Recruiting
NCT04468971,"Cellenkos, Inc.",Not Applicable,Treatment,Phase 1,45,2021-09-30,United States,Recruiting
NCT04468412,Radboud University,Bernhoven Hospital,Generic,Unknown,203,2021-09-30,Netherlands,Unknown
NCT04585945,Prisma Health-Upstate,Not Applicable,Generic,Unknown,100,2021-09-30,United States,Recruiting
NCT04371978,Rabin Medical Center,Not Applicable,Treatment,Phase 3,100,2021-09-30,Israel,Recruiting
NCT04542408,Universitätsklinikum Hamburg-Eppendorf,Not Applicable,Treatment,Phase 3,172,2021-09-30,Germany,Unknown
NCT04531202,D'Or Institute for Research and Education,Not Applicable,Generic,Unknown,2000,2021-09-30,Brazil,Recruiting
NCT04465695,The University of Hong Kong,Not Applicable,Treatment,Phase 2,81,2021-09-30,China,Recruiting
NCT04520191,University of New Mexico,Albuquerque area indian health board (AAIHB),Generic,Unknown,529,2021-09-30,N.A,Unknown
NCT04539795,University of Alabama at Birmingham,Mereo BioPharma,Treatment,Phase 1,15,2021-09-30,United States,Recruiting
NCT04332107,Thomas M. Lietman,Bill and Melinda Gates Foundation,Treatment,Phase 3,2271,2021-09-30,United States,Recruiting
NCT04537806,Sage Therapeutics,Not Applicable,Treatment,Phase 3,100,2021-10-01,N.A,Unknown
NCT04547660,Hospital de Clinicas de Porto Alegre,"Fundação de Amparo à Pesquisa do Estado do Rio Grande do Sul, Brazil",Treatment,Phase 3,160,2021-10-01,Brazil,Recruiting
NCT04366323,Andalusian Network for Design and Translation of Advanced Therapies,Not Applicable,Treatment,Phase 1,26,2021-10-01,Spain,Recruiting
NCT04563702,Vaxart,Not Applicable,Prevention,Phase 1,48,2021-10-01,United States,Recruiting
NCT04542915,American Dental Association,American Dental Hygienists Association,Generic,Unknown,5000,2021-10-01,N.A,Unknown
NCT04456595,Butantan Institute,"Sinovac Life Sciences Co., Ltd.",Prevention,Phase 3,13060,2021-10-01,Brazil,Recruiting
NCT04367857,Columbia University,Not Applicable,Generic,Unknown,1000,2021-10-01,United States,Recruiting
NCT03724045,Universitair Ziekenhuis Brussel,Baxter Healthcare Corporation,Prevention,Unknown,50,2021-10-01,Belgium,Recruiting
NCT04530604,Gregory Yanik,Jazz Pharmaceuticals,Treatment,Phase 1,12,2021-10-01,United States,Recruiting
NCT04542031,The Royal Wolverhampton Hospitals NHS Trust,Not Applicable,Other,Unknown,7911,2021-10-01,United Kingdom,Unknown
NCT03323463,Memorial Sloan Kettering Cancer Center,Not Applicable,Treatment,Phase 2,300,2021-10-01,United States,Recruiting
NCT04449276,CureVac AG,Coalition for Epidemic Preparedness Innovations (CEPI),Prevention,Phase 1,284,2021-10-01,Belgium,Recruiting
NCT04578132,Spanish Oncology Genito-Urinary Group,Not Applicable,Generic,Unknown,250,2021-10-01,Spain,Unknown
NCT04136340,Memorial Sloan Kettering Cancer Center,Not Applicable,Supportive Care,Unknown,466,2021-10-01,United States,Recruiting
NCT04340232,"University of Colorado, Denver",Not Applicable,Treatment,Phase 2,80,2021-10-01,United States,Unknown
NCT04348929,"Central Hospital, Nancy, France",Not Applicable,Screening,Unknown,927,2021-10-01,France,Recruiting
NCT04348071,"University of Colorado, Denver",Not Applicable,Treatment,Phase 2,80,2021-10-01,N.A,Unknown
NCT04447404,Durect,Not Applicable,Treatment,Phase 2,80,2021-10-01,United States,Recruiting
NCT04497298,Institut Pasteur,Themis Bioscience GmbH,Prevention,Phase 1,90,2021-10-01,Belgium,Recruiting
NCT04492358,Maria Joyera Rodríguez,Not Applicable,Treatment,Phase 2,144,2021-10-01,N.A,Unknown
NCT04537208,"Sanofi Pasteur, a Sanofi Company",GlaxoSmithKline,Prevention,Phase 1,440,2021-10-01,United States,Recruiting
NCT04570449,Milton S. Hershey Medical Center,Not Applicable,Treatment,Early Phase 1,40,2021-10-01,United States,Unknown
NCT04391920,"CytoSorbents, Inc",Not Applicable,Generic,Unknown,500,2021-10-01,United States,Recruiting
NCT04395430,KK Women's and Children's Hospital,Duke University,Treatment,Unknown,40,2021-10-01,N.A,Unknown
NCT04559100,Fundacion Clinica Valle del Lili,Not Applicable,Generic,Unknown,112,2021-10-01,N.A,Unknown
NCT04324606,University of Oxford,Not Applicable,Treatment,Phase 1,1090,2021-10-01,United Kingdom,Unknown
NCT04583410,Assistance Publique - Hôpitaux de Paris,Not Applicable,Treatment,Phase 3,1633,2021-10-01,France,Unknown
NCT04588792,Queen's University,"University Health Network, Toronto",Treatment,Phase 2,640,2021-10-01,Canada,Unknown
NCT04362358,"University Hospital, Strasbourg, France",Not Applicable,Prevention,Unknown,120,2021-10-01,N.A,Unknown
NCT04361500,Hannover Medical School,"Medical Clinic V Nephrology, Academic Teaching Hospital Brunswick",Generic,Unknown,100,2021-10-01,Germany,Recruiting
NCT04507256,AstraZeneca,Parexel,Treatment,Phase 1,60,2021-10-01,United Kingdom,Recruiting
NCT03684980,Memorial Sloan Kettering Cancer Center,University of Alabama at Birmingham,Treatment,Early Phase 1,22,2021-10-01,United States,Recruiting
NCT04351906,University of Giessen,Not Applicable,Treatment,Unknown,20,2021-10-01,Germany,Recruiting
NCT03648372,"Millennium Pharmaceuticals, Inc.",Not Applicable,Treatment,Phase 1,80,2021-10-06,United States,Completed
NCT04326387,CCTU- Cancer Theme,Not Applicable,Generic,Unknown,200,2021-10-07,United Kingdom,Recruiting
NCT04497272,Centre Hospitalier Universitaire de Nice,Not Applicable,Supportive Care,Unknown,150,2021-10-07,France,Unknown
NCT04381312,"University Hospital, Grenoble",Not Applicable,Generic,Unknown,1000,2021-10-09,France,Recruiting
NCT04571853,Hospital Universitari Vall d'Hebron Research Institute,University of South Australia,Treatment,Unknown,300,2021-10-10,Spain,Recruiting
NCT04573348,Savicell Diagnostics Ltd,Not Applicable,Generic,Unknown,400,2021-10-10,Israel,Unknown
NCT04388436,Mansoura University,Not Applicable,Generic,Unknown,100,2021-10-10,Egypt,Unknown
NCT04562350,Jordi Gol i Gurina Foundation,Institut Català de la Salut,Diagnostic,Unknown,500,2021-10-11,Spain,Recruiting
NCT04470869,"University Hospital, Toulouse",Not Applicable,Prevention,Unknown,130,2021-10-12,France,Recruiting
NCT04575597,Merck Sharp & Dohme Corp.,Not Applicable,Treatment,Phase 2,1450,2021-10-14,N.A,Unknown
NCT04375748,"University Hospital, Toulouse",Not Applicable,Generic,Unknown,400,2021-10-15,France,Recruiting
NCT04587245,"ND Sciences, LLC","University of California, Irvine",Generic,Unknown,100,2021-10-15,United States,Recruiting
NCT04582201,"AgenTus Therapeutics, Inc.",Not Applicable,Treatment,Phase 1,55,2021-10-15,United States,Recruiting
NCT04376840,CHU de Reims,Not Applicable,Diagnostic,Unknown,240,2021-10-15,France,Unknown
NCT04575584,Merck Sharp & Dohme Corp.,Not Applicable,Treatment,Phase 2,1300,2021-10-18,N.A,Unknown
NCT04377308,University of Toledo Health Science Campus,Not Applicable,Treatment,Phase 4,2000,2021-10-20,United States,Recruiting
NCT04336215,"Rutgers, The State University of New Jersey",Not Applicable,Generic,Unknown,750,2021-10-21,United States,Recruiting
NCT04519437,Regeneron Pharmaceuticals,Not Applicable,Treatment,Phase 1,940,2021-10-25,United States,Recruiting
NCT04509947,Janssen Pharmaceutical K.K.,Not Applicable,Prevention,Phase 1,250,2021-10-26,Japan,Recruiting
NCT04521036,Vinmec Research Institute of Stem Cell and Gene Technology,"National Institute of Hygiene and Epidemiology, Vietnam",Treatment,Phase 1,44,2021-10-30,Vietnam,Unknown
NCT04428801,Celltex Therapeutics Corporation,Not Applicable,Treatment,Phase 2,200,2021-10-30,N.A,Unknown
NCT04569851,Medsavana,Castilla-La Mancha Health Service,Generic,Unknown,100000,2021-10-30,Spain,Unknown
NCT04591873,National Taiwan University Hospital,Not Applicable,Generic,Unknown,100,2021-10-30,Taiwan,Unknown
NCT04446065,MELISA Institute Genomics & Proteomics Research SpA,Universidad Austral,Prevention,Phase 2,524,2021-10-30,N.A,Unknown
NCT04385771,Dr. Alexander Supady,Klinikum Ibbenbüren,Treatment,Unknown,80,2021-10-31,Germany,Unknown
NCT04565522,"Simeone Andrulli, MD",Not Applicable,Generic,Unknown,5000,2021-10-31,Italy,Unknown
NCT04579562,University Hospitals of Derby and Burton NHS Foundation Trust,Not Applicable,Generic,Unknown,5000,2021-10-31,N.A,Unknown
NCT04408287,Lawson Health Research Institute,Not Applicable,Treatment,Unknown,50,2021-10-31,Canada,Unknown
NCT04565249,"Pliant Therapeutics, Inc.",Not Applicable,Treatment,Phase 2,36,2021-10-31,N.A,Unknown
NCT04404361,CTI BioPharma,Not Applicable,Treatment,Phase 3,358,2021-10-31,United States,Recruiting
NCT04320056,Laval University,Not Applicable,Other,Unknown,216,2021-10-31,Canada,Recruiting
NCT04581863,University of Pennsylvania,Not Applicable,Supportive Care,Unknown,850,2021-10-31,N.A,Unknown
NCT04372030,Université Catholique de Louvain,Not Applicable,Health Services Research,Unknown,10000,2021-10-31,N.A,Unknown
NCT04567576,Fundación Santa Fe de Bogota,Not Applicable,Generic,Unknown,150,2021-10-31,N.A,Unknown
NCT04435587,Mahidol University,Not Applicable,Treatment,Phase 4,80,2021-11-01,Thailand,Unknown
NCT04359654,"University College, London",Not Applicable,Treatment,Phase 2,50,2021-11-01,United Kingdom,Recruiting
NCT04568876,Epitech Group SpA,"Azienda Ospedaliera ""Sant'Andrea""",Supportive Care,Phase 4,40,2021-11-01,Italy,Unknown
NCT04533399,Novavax,Not Applicable,Prevention,Phase 2,2904,2021-11-01,South Africa,Not yet recruiting
NCT04392973,King Abdullah International Medical Research Center,Not Applicable,Treatment,Unknown,520,2021-11-01,Saudi Arabia,Recruiting
NCT04448743,"University Hospital, Strasbourg, France",Not Applicable,Generic,Unknown,175,2021-11-01,N.A,Unknown
NCT04570397,Brigham and Women's Hospital,Not Applicable,Treatment,Phase 3,32,2021-11-01,United States,Unknown
NCT04413877,University of Liege,"University Hospital, Toulouse",Generic,Unknown,600,2021-11-01,N.A,Unknown
NCT04563650,"Centre Hospitalier Universitaire, Amiens",Not Applicable,Screening,Unknown,330,2021-11-01,France,Recruiting
NCT04590222,Assistance Publique - Hôpitaux de Paris,Not Applicable,Generic,Unknown,80,2021-11-01,France,Unknown
NCT04473352,Nucleo De Pesquisa E Desenvolvimento De Medicamentos Da Universidade Federal Do Ceara,Universidade Federal do Ceará,Generic,Unknown,80,2021-11-01,N.A,Unknown
NCT04395716,ProgenaBiome,"Rinati Skin, LLC",Treatment,Phase 1,50,2021-11-01,United States,Unknown
NCT04590547,"GeneOne Life Science, Inc.",Not Applicable,Treatment,Phase 2,132,2021-11-01,N.A,Unknown
NCT04470609,Chinese Academy of Medical Sciences,West China Second University Hospital,Prevention,Phase 1,471,2021-11-01,China,Unknown
NCT04357730,Denver Health and Hospital Authority,"Genentech, Inc.",Treatment,Phase 2,60,2021-11-01,United States,Recruiting
NCT04466371,Misr International University,Not Applicable,Generic,Unknown,9209,2021-11-01,N.A,Unknown
NCT04556513,Centre Hospitalier Universitaire Dijon,Not Applicable,Generic,Unknown,500,2021-11-01,France,Recruiting
NCT04409743,Stanford University,Not Applicable,Prevention,Unknown,100,2021-11-01,United States,Recruiting
NCT03964142,Hospital Clinico Universitario de Santiago,Instituto de Salud Carlos III,Prevention,Unknown,340,2021-11-01,Spain,Recruiting
NCT04348370,Texas A&M University,Baylor College of Medicine,Prevention,Phase 4,1800,2021-11-01,United States,Recruiting
NCT04569227,Enzychem Lifesciences Corporation,Not Applicable,Treatment,Phase 2,60,2021-11-01,N.A,Unknown
NCT04362124,Universidad de Antioquia,Not Applicable,Supportive Care,Phase 3,1000,2021-11-01,Colombia,Unknown
NCT04526821,Universidad Peruana Cayetano Heredia,Not Applicable,Prevention,Phase 2,336,2021-11-01,Peru,Unknown
NCT04455958,OHSU Knight Cancer Institute,Oregon Health and Science University,Treatment,Phase 2,75,2021-11-01,United States,Unknown
NCT04513314,University of Miami,Not Applicable,Treatment,Phase 4,20,2021-11-01,United States,Unknown
NCT04374279,Sidney Kimmel Comprehensive Cancer Center at Johns Hopkins,Not Applicable,Treatment,Phase 2,60,2021-11-01,United States,Unknown
NCT04429854,Universitaire Ziekenhuizen Leuven,Federal Knowledge Centre (KCE),Treatment,Phase 2,483,2021-11-02,Belgium,Recruiting
NCT04390126,Centre Hospitalier Universitaire Dijon,Not Applicable,Generic,Unknown,1200,2021-11-07,France,Unknown
NCT04483752,Centre Chirurgical Marie Lannelongue,Not Applicable,Diagnostic,Unknown,100,2021-11-08,France,Recruiting
NCT04515147,CureVac AG,Not Applicable,Prevention,Phase 2,691,2021-11-09,Peru,Recruiting
NCT04340921,Barts & The London NHS Trust,Queen Mary University of London,Generic,Unknown,140,2021-11-10,United Kingdom,Recruiting
NCT04584424,Ethiopian Public Health Institute,"Netherlands: Ministry of Health, Welfare and Sports",Generic,Unknown,6390,2021-11-14,Ethiopia,Unknown
NCT04362059,University Hospital Southampton NHS Foundation Trust,Bill and Melinda Gates Foundation,Treatment,Unknown,24,2021-11-16,United Kingdom,Recruiting
NCT04399603,Imperial College London,Not Applicable,Generic,Unknown,120,2021-11-17,United Kingdom,Unknown
NCT04368988,Novavax,Coalition for Epidemic Preparedness Innovations (CEPI),Prevention,Phase 1,1419,2021-11-18,United States,Unknown
NCT04591717,"ImmunityBio, Inc.",Not Applicable,Treatment,Phase 1,35,2021-11-19,N.A,Unknown
NCT04448054,Fondation Ophtalmologique Adolphe de Rothschild,Not Applicable,Generic,Unknown,100,2021-11-20,France,Recruiting
NCT04283461,National Institute of Allergy and Infectious Diseases (NIAID),Not Applicable,Prevention,Phase 1,120,2021-11-22,United States,Unknown
NCT04358939,"University Hospital, Tours",Not Applicable,Treatment,Unknown,248,2021-11-24,France,Not yet recruiting
NCT04363749,Assistance Publique - Hôpitaux de Paris,Not Applicable,Basic Science,Unknown,30,2021-11-27,N.A,Unknown
NCT04534803,Harvard Medical School,"Texas Medical Research Associates, L.L.C.",Prevention,Phase 3,2100,2021-11-30,N.A,Unknown
NCT04435041,University of Oxford,University of Plymouth,Generic,Unknown,1,2021-11-30,United Kingdom,Unknown
NCT04494386,"Restem, LLC.",Not Applicable,Treatment,Phase 1,60,2021-11-30,United States,Recruiting
NCT04588480,BioNTech SE,Pfizer,Prevention,Phase 1,160,2021-11-30,Japan,Unknown
NCT04453748,Silesian Centre for Heart Diseases,Medical Research Agency - Agencja Badań Medycznych,Generic,Unknown,200,2021-11-30,Poland,Unknown
NCT04452630,Assistance Publique Hopitaux De Marseille,Not Applicable,Generic,Unknown,200,2021-11-30,France,Recruiting
NCT04428073,GeneCure Biotechnologies,Not Applicable,Treatment,Phase 1,32,2021-12-01,N.A,Unknown
NCT04397614,University of Oklahoma,Not Applicable,Generic,Unknown,500,2021-12-01,United States,Recruiting
NCT04397172,"University Hospital Inselspital, Berne",Not Applicable,Generic,Unknown,50,2021-12-01,Switzerland,Recruiting
NCT04505774,Matthew Neal MD,"National Heart, Lung, and Blood Institute (NHLBI)",Treatment,Phase 4,2000,2021-12-01,United States,Recruiting
NCT04501796,NeoImmuneTech,Not Applicable,Treatment,Phase 1,30,2021-12-01,United States,Recruiting
NCT04590274,International Brain Research Foundation,Not Applicable,Prevention,Phase 1,5000,2021-12-01,N.A,Unknown
NCT04552379,Pontificia Universidad Catolica de Chile,Telethon Kids Institute,Treatment,Phase 3,1240,2021-12-01,N.A,Unknown
NCT04549922,Hospital do Coracao,"Ionis Pharmaceuticals, Inc.",Treatment,Phase 2,90,2021-12-01,N.A,Unknown
NCT04497454,University of Sao Paulo General Hospital,InCor Heart Institute,Treatment,Unknown,128,2021-12-01,Brazil,Recruiting
NCT04367129,University Hospital of Ferrara,Not Applicable,Generic,Unknown,1000,2021-12-01,Italy,Recruiting
NCT04522713,Karolinska Institutet,Not Applicable,Treatment,Unknown,68,2021-12-01,Sweden,Recruiting
NCT04324190,Gunther Meinlschmidt,Selfapy GmbH,Treatment,Unknown,600,2021-12-01,Germany,Recruiting
NCT04378777,National Institute of Allergy and Infectious Diseases (NIAID),Benaroya Research Institute,Generic,Unknown,2000,2021-12-01,United States,Unknown
NCT04581746,Tourcoing Hospital,Not Applicable,Prevention,Unknown,1800,2021-12-01,France,Unknown
NCT04540939,University of Michigan,National Center for Complementary and Integrative Health (NCCIH),Treatment,Unknown,60,2021-12-01,United States,Unknown
NCT04363606,Centre Hospitalier Universitaire de Saint Etienne,University of Saint-Etienne,Diagnostic,Unknown,82,2021-12-01,France,Not yet recruiting
NCT04459702,ProgenaBiome,Big Corona Ltd.,Treatment,Phase 2,200,2021-12-01,United States,Unknown
NCT04461925,Institute of Cell Therapy,Kyiv City Clinical Hospital # 4,Treatment,Phase 1,30,2021-12-01,Ukraine,Recruiting
NCT04526717,Joseah Bio,Not Applicable,Treatment,Phase 1,15,2021-12-01,N.A,Unknown
NCT04549636,McMaster University,Research St. Joseph's - Hamilton,Generic,Unknown,92,2021-12-01,Canada,Recruiting
NCT04330300,"National University of Ireland, Galway, Ireland",Not Applicable,Prevention,Phase 4,2414,2021-12-01,Ireland,Unknown
NCT04581889,University Hospital Tuebingen,Not Applicable,Generic,Unknown,2380,2021-12-01,Germany,Recruiting
NCT04538469,University of Glasgow,Golden Jubilee National Hospital,Generic,Unknown,1000,2021-12-01,N.A,Unknown
NCT04475081,Louisiana State University Health Sciences Center in New Orleans,Parsemus Foundation,Prevention,Phase 3,60,2021-12-01,N.A,Unknown
NCT04541680,Assistance Publique - Hôpitaux de Paris,Boehringer Ingelheim,Treatment,Phase 3,250,2021-12-01,N.A,Unknown
NCT04453384,Nantes University Hospital,BPIfrance,Treatment,Phase 2,368,2021-12-01,France,Recruiting
NCT04361422,Tanta University,Not Applicable,Treatment,Phase 3,300,2021-12-01,N.A,Unknown
NCT03013998,"Beat AML, LLC",Not Applicable,Treatment,Phase 1,2000,2021-12-01,United States,Completed
